#pivot 1 -0.000 0.000 0.000
#pivot 2 -0.000 0.000 0.000
#centered receptor: false
#centered ligands: false
#1
## 6674 => sort
### SEED 29867
## Energy: -1632.033
##   -1632.033 0.000 0.000 0.000 0.000 0.000
   0.000000 0.000000 0.000000 0.0001 -0.0004 -0.0000
   -4.486760 -1.217123 5.320105 7.1279 -20.0625 -8.6534
#2
## 2370 => sort
### SEED 616897
## Energy: -1526.173
##   -1526.173 0.000 0.000 0.000 0.000 0.000
   0.000000 0.000000 0.000000 0.0001 -0.0004 -0.0000
   2.167692 -1.193934 4.883465 11.9291 -10.4016 -17.3494
#3
## 2335 => sort
### SEED 891940
## Energy: -1523.735
##   -1523.735 0.000 0.000 0.000 0.000 0.000
   0.000000 0.000000 0.000000 0.0001 -0.0004 -0.0000
   2.545533 2.092193 -6.636636 -23.1575 -33.5089 -18.3537
#4
## 2547 => sort
### SEED 139375
## Energy: -1467.966
##   -1467.966 0.000 0.000 0.000 0.000 0.000
   0.000000 0.000000 0.000000 0.0001 -0.0004 -0.0000
   -6.036183 -5.313436 2.693375 -15.2046 -35.0189 -9.8617
#5
## 4420 => sort
### SEED 192109
## Energy: -1450.193
##   -1450.193 0.000 0.000 0.000 0.000 0.000
   0.000000 0.000000 0.000000 0.0001 -0.0004 -0.0000
   2.972244 2.444795 -1.853115 -23.2836 -9.3227 25.2502
#6
## 2780 => sort
### SEED 450103
## Energy: -1418.141
##   -1418.141 0.000 0.000 0.000 0.000 0.000
   0.000000 0.000000 0.000000 0.0001 -0.0004 -0.0000
   5.340126 1.287186 -4.084629 15.9440 -11.5929 -14.0626
#7
## 799 => sort
### SEED 221772
## Energy: -1411.052
##   -1411.052 0.000 0.000 0.000 0.000 0.000
   0.000000 0.000000 0.000000 0.0001 -0.0004 -0.0000
   6.078941 -4.351339 4.541004 29.9702 -9.7999 1.4127
#8
## 7607 => sort
### SEED 734005
## Energy: -1334.047
##   -1334.047 0.000 0.000 0.000 0.000 0.000
   0.000000 0.000000 0.000000 0.0001 -0.0004 -0.0000
   2.528116 3.674439 5.669352 -0.9547 12.3006 28.8123
#9
## 855 => sort
### SEED 187869
## Energy: -1319.337
##   -1319.337 0.000 0.000 0.000 0.000 0.000
